Track,Album Name,Artist,Release Date,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Likes,TikTok Views,Explicit Track
Baby you,Baby you,ýýýýýý,1/18/2023,24.0,"30,361,093",6140,52.0,"30,346,457","499,318","159,193,521","1,949,963,259",0
CUAL ES ESA,FERXXOCALIPSIS,Feid,12/1/2023,24.0,"84,131,713",9659,71.0,"46,945,484","239,851","1,550","28,600",1
Armed And Dangerous,Goodbye & Good Riddance,Juice WRLD,5/23/2018,24.0,"786,839,663",128506,70.0,"369,178,947","2,899,865","15,447,249","108,771,380",1
Salimo de Noche,Salimo de Noche,Tiago PZK,10/21/2021,24.0,"315,581,950",56373,59.0,"200,961,304","1,909,013","88,373,861","767,313,472",1
"Eladio Carrion: Bzrp Music Sessions, Vol. 40","Eladio Carrion: Bzrp Music Sessions, Vol. 40",Bizarrap,6/9/2021,24.0,"312,622,847",59149,66.0,"275,292,905","3,116,842","18,807,302","190,656,582",1
Love,AFROBOY,Kouz1,1/13/2023,24.0,"41,059,494",17144,40.0,"76,632,734","573,257","62,289,548","1,163,210,746",0
La Gozadera,Full Circle: The Live Anthology,Gente De Zona,11/20/2011,24.0,"613,120,952",70633,69.0,"1,740,143,685","4,862,755","27,997,984","266,381,642",0
Skechers,Skechers,DripReport,1/12/2020,24.0,"402,600,493",78831,60.0,"31,685,487","843,639","308,754,044","2,812,434,668",1
I Feel Like I'm Drowning,I Feel Like I'm Drowning,Two Feet,11/10/2017,24.0,"503,915,156",116054,72.0,"395,172,100","4,550,650","57,781,993","485,983,172",0
Ando Enfocado,Ando Enfocado,Jaziel Avilez,11/18/2022,24.0,"191,918,763",17921,67.0,"168,330,437","768,931","4,813,141","63,785,723",0
First Person Shooter (feat. J. Cole),For All The Dogs,Drake,10/6/2023,24.0,"328,526,298",14390,,"17,047,473","217,601","18,344,787","197,098,789",0
Downtown,Downtown,Anitta,11/19/2017,24.0,"678,928,131",57167,72.0,"775,603,021","5,185,313","72,091,395","567,535,888",0
Crï¿½ï¿,Crï¿½ï¿,KAROL G,11/2/2018,24.0,"474,863,499",33671,67.0,"817,844,545","3,801,744","1,320,930","21,632,035",0
"Go Loko (feat. Tyga, Jon Z)",Go Loko,YG,5/3/2019,23.9,"359,828,344",77046,56.0,"294,072,510","3,184,637","40,532,086","289,928,883",1
REMIX EXCLUSIVO,REMIX EXCLUSIVO,Feid,3/17/2023,23.9,"185,448,173",32140,66.0,"64,774,453","486,024","2,313,721","19,349,275",1
"ZEIT, DASS SICH WAS DREHT","ZEIT, DASS SICH WAS DREHT",$OHO BANI,2/23/2024,23.9,"54,065,563",7779,73.0,"6,744,201","72,802",,,1
Corazï¿½ï¿½n Roto pt. 3 (feat. Jhayco & Ryan Cas,Corazï¿½ï¿½n Roto p,Brray,9/8/2023,23.9,"139,751,220",18392,20.0,"49,641,305","248,150",,,1
penjaga hati,penjaga hati,Nadhif Basalamah,6/21/2023,23.9,"252,681,087",11425,76.0,"99,627,762","516,029","35,520,433","341,258,424",0
"Vaathi Coming (From ""Master"")","Vaathi Coming (From ""Master"")",Anirudh Ravichander,3/10/2020,23.9,"94,152,948",9693,56.0,"675,223,784","6,031,429","51,767,552","848,894,091",0
3 Headed Goat (feat. Lil Baby & Polo G),3 Headed Goat,Lil Durk,5/7/2020,23.9,"354,889,332",121632,65.0,"143,802,247","1,597,342","14,487,556","91,865,926",1
Monica,LOVE AND CHAOS,Kuami Eugene,10/12/2023,23.9,"3,604,452",787,,"7,474,271","69,482","9,769,727","167,597,754",1
Home (Lala),Expectations,Dayzy,1/17/2023,23.9,,1,,"307,164,348","603,059",,,0
La Playa,La Playa,Myke Towers,4/9/2019,23.9,"322,757,243",60278,62.0,"640,816,810","3,577,858","28,268,064","215,995,105",1
ýýýýýýýý ýýýýýýýýýý - ýýýýýýýýýý,ýýýýýýýý ýýýýýýýýýý - ýýýýýýýýýý - Single,DJW9,5/16/2023,23.9,,8,,"230,878,707","1,434,387",,,0
UN RAGAZZO UNA RAGAZZA,UN RAGAZZO UNA RAGAZZA,The Kolors,2/7/2024,23.9,"43,499,127",2622,16.0,"25,364,611","117,410",,,0
Pasilyo,Pasilyo,SunKissed Lola,10/28/2022,23.9,"219,619,875",22109,69.0,"99,634,133","478,880","71,365,682","513,855,630",0
Wasted Summers,Wasted Summers,juju<3,7/12/2023,23.9,"145,323,071",25526,73.0,"3,663,144","87,691","104,929,528","725,884,052",0
Ruin,Ruin,USHER,2/2/2024,23.9,"19,485,870",2963,,"8,261,042","139,661",,,0
Hasta la Raï¿½,Hasta la Raï¿½,Natalia Lafourcade,1/6/2015,23.9,"657,268,053",85246,74.0,"1,022,323,850","6,592,447","307,053,317","2,833,651,298",0
RATATATA,RATATATA,BABYMETAL,5/23/2024,23.9,"12,875,105",2081,73.0,"1,913,446","61,995",,,1
Seasons,Seasons,Thirty Seconds To Mars,8/15/2023,23.9,"21,188,649",3940,53.0,"3,560,845","38,522","1,643,924","34,908,043",1
Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),Martin Garrix,4/25/2019,23.9,"650,003,788",101864,66.0,"81,796,283","973,317","140,205,934","1,556,374,953",1
Con La Brisa,Black Panther: Wakanda Forever - Music From and Inspired By,Foudeqush,11/4/2022,23.9,"92,384,851",21304,59.0,"170,892,300","978,438","33,841,573","326,613,325",0
Ademï¿½ï¿½s de Mï¿½ï¿½,Ademï¿½ï¿½s de Mï¿½ï¿½,Rusherking,3/4/2021,23.9,"206,311,125",38601,62.0,"452,730,002","3,243,360",,,1
Someone To You,Someone to You,BANNERS,6/9/2017,23.9,"840,041,803",147478,70.0,"219,305,472","2,631,856","177,285,316","1,133,729,550",0
Show Yourself,Frozen 2 (Original Motion Picture Soundtrack/Deluxe Edition),Idina Menzel,11/15/2019,23.9,"261,261,513",22264,62.0,"636,887,969","3,145,041","11,647,515","85,253,285",0
Cheat On Me (feat. Dave),Cheat On Me (feat. Dave),Burna Boy,8/22/2023,23.9,"57,146,959",26832,58.0,"10,407,451","123,510","1,083","16,954",1
Winners In Paris,Winners In Paris,Sleepy Hallow,5/8/2024,23.9,"9,889,717",1826,,,,,,1
In Your Love,In Your Love,Tyler Childers,7/27/2023,23.9,"86,069,322",17650,60.0,"15,451,799","202,322","10,266,486","101,213,993",0
Poker Face,The Fame,Lady Gaga,1/1/2008,23.9,"1,285,242,562",216338,77.0,"256,379,013","2,156,909","129,356,785","1,231,170,484",0
ýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýý,ýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýý,MORGENSHTERN,3/8/2024,23.8,"11,170,433",2065,61.0,"35,976,070","1,087,118","5,014","35,066",1
"Vigdiyan Heeran (From ""Honey 3.0"")",Honey 3.0,Yo Yo Honey Singh,3/15/2024,23.8,"12,044,437",361,,"46,011,423","1,888,358",,,0
Que Hay Amor,Que Hay Amor,Cris Mj,4/4/2024,23.8,"30,160,112",2429,73.0,"22,379,808","224,346",,,1
Boogieman,Boogieman,EBK Jaaybo,4/24/2024,23.8,"21,255,642",3519,73.0,"5,828,561","86,906",,,1
ýýýýýýýýýý,ýýýýýýýýýý - Single,NLO,5/2/2023,23.8,"7,900,402",4782,1.0,"146,296,974","819,226","16,582,173","215,446,483",0
Overcompensate (edit),Overcompensate,Twenty One Pilots,2/29/2024,23.8,"12,478,109",1427,,"19,304,985","561,923",,,0
"Maa Nammakam Nuvve Jagan, Vol 1","Maa Nammakam Nuvve Jagan, Vol 1",Jagananna Connects,3/4/2024,23.8,"200,302",12,,"57,962,118","45,667",,,0
Stunnin' (feat. Harm Franklin),Stunnin' (feat. Harm Franklin),Curtis Waters,5/19/2020,23.8,"312,678,365",67390,56.0,"68,518,582","1,252,622","271,840,657","2,130,678,972",1
Privileged Rappers,Her Loss,Drake,11/4/2022,23.8,"167,840,439",54445,64.0,"25,641,544","341,459","6,189,301","52,937,881",1
Beautiful As You,Beautiful As You,Thomas Rhett,5/10/2024,23.8,"9,327,924",878,72.0,"875,363","15,615",,,0
Umbrella,Good Girl Gone Bad,Rihanna,1/1/2007,23.8,"1,535,595,924",236327,77.0,"1,266,946,594","7,227,133","13,327,525","123,440,263",0
Candy,Candy,Doja Cat,3/23/2018,23.8,"404,872,050",55578,72.0,"89,852,977","1,063,400","295,279,928","3,235,980,364",1
All I Need,Javari,Tyler Antonius,3/11/2024,23.8,"168,663,071",184,,,,,,1
Enough Is Enough,AUSTIN,Post Malone,7/28/2023,23.8,"106,740,885",16395,66.0,"4,758,436","46,227","748,350","12,122,087",1
Baddies,Baddies - Single,Aitch,6/6/2024,23.8,"5,698,784",846,67.0,,,,,1
Baila Conmigo (with Rauw Alejandro),Baila Conmigo (with Rauw Alejandro),Selena Gomez,1/29/2021,23.8,"479,276,199",61386,60.0,"228,278,348","3,170,402","25,648,300","303,099,826",0
Love Me,I Am Not A Human Being II (Japan Version),Lil Wayne,1/1/2013,23.8,"773,746,724",52272,27.0,"121,852,617","1,286,777","18,974,621","123,125,094",1
Asï¿½ï¿½ Lo Quiso ,DESVELADO,Eslabon Armado,4/28/2023,23.8,"173,061,521",18616,67.0,"53,668,901","343,308","22,419,288","239,225,982",0
Rag Doll - Live,Greatest Hits (Deluxe),Aerosmith,8/18/2023,23.8,"1,598,680",45,,,,,,0
Moon,Donda,Kanye West,8/29/2021,23.8,"300,082,779",103366,65.0,"26,665,548","457,381","30,439,067","259,653,952",0
Notion,Futureproof,The Rare Occasions,8/5/2016,23.8,"597,718,233",172980,76.0,"152,225,528","2,379,610","256,949,531","1,985,146,213",0
Essence (feat. Justin Bieber & Tems),Essence (feat. Justin Bieber & Tems),Wizkid,8/13/2021,23.8,"142,075,177",43680,58.0,"38,137,678","322,681","3,411,107","38,844,483",0
Outskirts,Outskirts,Sam Hunt,3/10/2023,23.8,"66,067,682",7457,65.0,"7,470,172","52,452","219,581","2,892,289",0
X,X,Nicky Jam,2/22/2018,23.8,"981,323,727",120261,73.0,"87,459,823","548,954","50,590,230","371,899,059",0
Old Days,Old Days,Lil Durk,2/23/2024,23.8,"9,682,984",3542,,"14,270,016","247,623",,,1
boyfriend (with Social House),boyfriend,Ariana Grande,8/2/2019,23.8,"809,537,829",72598,71.0,"372,025,118","5,569,680","65,714,726","449,615,555",1
"10,000 Hours","10,000 Hours (with Justin Bieber)",Dan + Shay,10/4/2019,23.7,"1,060,667,446",170,15.0,,,"42,020,635","381,934,707",0
As the World Caves In,As the World Caves In,Sarah Cothran,6/10/2021,23.7,"285,568,439",67189,65.0,"161,956,855","3,891,055","290,498,191","1,818,254,854",0
Dile a Tu Orgullo (En Vivo),Dile a Tu Orgullo (En Vivo) - Single,Luis Alfonso Partida El Yaki,1/28/2022,23.7,"94,677,649",9726,58.0,"380,478,131","958,443","2,397,842","39,716,201",0
Neverender,Neverender,Justice,4/25/2024,23.7,"18,919,068",4186,74.0,"1,025,503","18,910",,,0
Lottery (feat. LU KALA),Lottery (feat. LU KALA),Latto,2/17/2023,23.7,"64,851,689",10684,57.0,"26,844,412","215,475","9,759,230","127,114,832",1
Sunshine,Sunshine,Tyga,8/12/2022,23.7,"85,785,871",28868,60.0,"12,121,852","157,411","171,609","2,095,787",1
Si Tu Novio Te Deja Sola,Si Tu Novio Te Deja Sola,J Balvin,3/3/2017,23.7,"426,104,353",47827,68.0,"1,075,650,402","4,140,985","2,166,168","19,811,260",1
Batï¿½ï¿½k ,Karï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,Semicenk,12/15/2023,23.7,"56,695,409",4559,68.0,"63,800,824","219,647",,,0
SHAKE SUMN,CALL DA FIREMAN,DaBaby,5/5/2023,23.7,"70,418,045",19968,60.0,"39,812,848","590,392","95,802,273","767,711,351",1
Chained To The Rhythm,Chained To The Rhythm,Katy Perry,2/10/2017,23.7,"571,538,542",59626,64.0,"798,537,539","5,042,041","15,112,958","68,206,300",0
Afterglow,#NAME?,Ed Sheeran,1/1/2020,23.7,"461,495,506",64344,63.0,"183,828,202","2,212,191","65,566,122","574,322,224",0
Kafamï¿½ï¿½n ï,Yine ï¿½ï¿½alï,Ebru Yaï¿½ï,5/22/2024,23.7,"4,177,077",267,63.0,"10,927,692","75,044",,,0
Mr. Brightside,Hot Fuss,The Killers,1/1/2004,23.7,"2,174,022,106",326294,81.0,"183,968,852","1,687,112","41,707,356","294,739,225",0
Promiscuous,Loose (Japan Version),Nelly Furtado,1/1/2006,23.7,"1,194,124,781",235618,78.0,"810,297,837","4,900,990","255,818,121","1,795,501,997",0
Black Swan,Black Swan,BTS,1/17/2020,23.7,"459,923,962",28314,64.0,"603,350,721","14,962,059","106,610,222","535,835,122",0
HOT,SEVENTEEN 4th Album 'Face the Sun',SEVENTEEN,5/27/2022,23.7,"210,513,394",16039,67.0,"270,821,476","4,018,096","137,124,191","797,795,448",0
i'm yours,i'm yours,Isabel LaRosa,10/28/2022,23.7,"320,296,093",42685,76.0,"27,153,913","493,000","4,801,108","38,533,990",0
Sonchadi | Coke Studio Bharat,Sonchadi | Coke Studio Bharat,digV,5/8/2024,23.7,"1,315,948",67,60.0,"19,302,655","252,094",,,0
"Young, Wild & Free (feat. Bruno Mars)","Young, Wild & Free (feat. Bruno Mars)",Snoop Dogg,10/21/2011,23.7,"1,431,126,152",79665,65.0,"192,872,269","1,066,231","533,633","1,195,592",0
Kamar Teri Left Right Hale,Kamar Teri Left Right Hale - Single,Sandeep Surila,7/24/2020,23.7,"22,148,259",2293,56.0,"772,008,576","3,498,265","40,007","477,115",0
Carta Aberta,Carta Aberta,MC Cabelinho,11/27/2023,23.7,"52,754,470",6540,,"70,458,259","761,575",143,"2,495",0
Spongebob,Spongebob,Dante9k,1/28/2020,23.7,"902,103",800,,,,"3,607,884,570","33,359,398,879",0
The Thrill,The Thrill,Wiz Khalifa,11/11/2020,23.7,"362,756,358",123477,72.0,"28,737,121","359,092","39,650,616","374,299,600",1
Yana Yana,Yana Yana,Semicenk,2/3/2023,23.7,"141,236,846",15605,65.0,"167,722,502","502,467","2,261,769","60,945,277",0
CIRCUS MAXIMUS,UTOPIA,Travis Scott,7/28/2023,23.6,"90,921,914",34656,64.0,"4,568,866","49,813","253,737","1,606,512",1
What is Love,What Is Love,TWICE,4/9/2018,23.6,"442,941,122",37463,67.0,"885,861,488","8,213,650","138,993,009","995,480,226",0
SESSO E SAMBA (feat. Gaia),ICON,Tony Effe,5/22/2024,23.6,"16,883,730",865,69.0,"5,016,567","51,272",,,1
Pieces,Pieces,Danilo Stankovic,9/17/2020,23.6,"5,467,217",2314,39.0,"283,023","6,614","2,672,313,847","28,032,695,489",0
Cama Repetida,Sofrï¿½ï¿½ncia Ou Fuleragem? (Ao Vivo / Part,Leo Santana,11/15/2023,23.6,"74,934,765",4740,,"78,522,265","428,766","57,816","1,292,457",0
Glue Song,Glue Song - Single,beabadoobee,2/15/2023,23.6,"209,167,955",35685,73.0,"35,239,823","777,957","51,782,327","275,970,237",0
Life in Rio,Life in Rio (feat. TOLCHONOV) - Single,Slowboy,3/17/2023,23.6,"126,698,724",18316,70.0,"59,317,671","717,944","10,658,836","102,518,739",1
Iï¿½ï¿½ï¿½m Not Here To Make Friends (feat. Calvin Harris & Jessie ,Gloria,Sam Smith,1/27/2023,23.6,"146,921,991",18446,61.0,"37,582,359","438,887","15,319,975","351,979,940",0
Help Me Help You (feat. Why Don't We),Help Me Help You (feat. Why Don't We),Logan Paul,5/19/2017,23.6,"82,539,441",6224,45.0,"622,214,179","7,775,615","30,197,076","137,325,098",0
ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý,ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý,fellow fellow,8/29/2023,23.6,"43,756,807",6019,61.0,"122,496,150","488,640","13,562,600","143,782,439",0
Distraction,Distraction,Polo G,6/3/2022,23.6,"103,549,505",45954,55.0,"40,937,892","673,845","2,101,769","21,878,255",1
VIBE (feat. Jimin of BTS),VIBE,TAEYANG,1/13/2023,23.6,"218,831,350",14013,60.0,"144,395,167",,"100,972,780","595,970,672",0
Kï¿½ï¿½R,Kï¿½ï¿½R,KAROL G,2/23/2023,23.6,"114,323,355",16398,64.0,"97,148,590","542,833","27,314,002","322,572,081",0
Bussin (with Rob49),Bussin (with Rob49),Moneybagg Yo,3/29/2024,23.6,"8,635,035",1798,,"10,028,217","114,938",,,1
back to the moon,a Gift & a Curse,Gunna,6/16/2023,23.6,"65,374,827",33151,63.0,"30,059,409","305,484","1,144,996","11,013,533",1
FourFiveSeconds,FourFiveSeconds,Rihanna,1/24/2015,23.6,"1,134,470,968",131102,72.0,"571,589,993","3,107,613","2,626","5,272",0
Washing Machine Heart,Be the Cowboy,Mitski,8/17/2018,23.6,"743,015,700",133098,77.0,"177,148,832","2,616,878","173,568,712","1,004,422,009",0
SAN BENEDETTO,FOREGROUND MUSIC,Ron Gallo,3/3/2023,23.6,"53,305",79,8.0,"260,221,988","675,745",91,"3,074",0
HACIENDO QUE ME AMAS,EL ï¿½ï¿½LTIMO TOUR DEL M,Bad Bunny,11/27/2020,23.6,"391,087,418",53386,66.0,"367,082,304","2,697,123","12,303,446","88,351,589",1
Little Things,Little Things,Jorja Smith,5/11/2023,23.6,"46,615,691",29693,54.0,"6,255,853","83,064","50,398,483","758,814,572",0
Dead Man Walking,Dead Man Walking,Brent Faiyaz,9/18/2020,23.6,"390,893,607",109900,66.0,"94,620,680","974,740","58,116,176","368,523,039",1
Mil Preguntas,Mil Preguntas,Q' Lokura,4/11/2024,23.6,"11,700,613",954,67.0,"27,516,261","109,140",,,0
Girls Need Love (with Drake) - Remix,Last Day Of Summer,Summer Walker,10/19/2018,23.6,"625,999,943",100418,73.0,,,"51,219,101","415,561,032",1
Ball If I Want To,Ball If I Want To,DaBaby,6/18/2021,23.5,"216,934,691",65171,60.0,"70,627,607","1,101,053","133,687,791","1,016,363,322",1
P*$$Y Fairy (OTW),P*$$Y Fairy (OTW),Jhenï¿½ï¿½ ,1/17/2020,23.5,"188,774,618",39746,63.0,"175,882,087","1,473,683","13,089,939","91,057,232",1
As It Was,As It Was (Official Video),Harry Styles,3/31/2022,23.5,"3,299,082,422",1,,,,,,0
dangerous,dangerous,21 Savage,1/10/2024,23.5,"47,098,347",15845,,"1,767,046","28,517",,,1
Ensï¿½ï¿½ï¿½ï¿½ame ,Un Verano Sin Ti,Bad Bunny,5/6/2022,23.5,"348,372,811",52893,69.0,"106,600,063","684,118","16,462,263","154,007,395",0
Olha a Explosï¿½,O Melhor do Brasil,MC Kevinho,6/14/2018,23.5,,1,,"1,295,405,860","9,977,052",,,0
Cake By The Ocean - Cover,Tik Toker Popular Playlist,MUSIC LAB JPN,6/1/2023,23.5,"1,621,055,370",1,,,,,,1
Bellaquita,Bellaquita,Dalex,9/6/2019,23.5,"207,093,355",33813,55.0,"683,691,095","3,379,761","52,979,754","534,205,330",1
Limbo,Prestige,Daddy Yankee,1/1/2012,23.5,"508,914,869",86239,70.0,"1,529,347,092","6,057,759","8,937,199","73,318,392",0
Ah-Bop,Ah-Bop,Gene Ess,10/7/2022,23.5,,1,,"359,775,065","320,202",,,0
Tu Perfume,Tu Perfume,Banda MS de Sergio Lizï¿½ï¿½r,2/14/2024,23.5,"18,946,480",863,,"48,584,653","212,355",,,0
Chamkeela Angeelesi,"Chamkeela Angeelesi (From ""Dasara"") (Telugu)",Santhosh Narayanan,3/8/2023,23.5,"40,358,575",1358,55.0,"244,162,762","1,098,125",,,0
Hayloft II,Inside (Deluxe),Mother Mother,1/28/2022,23.5,"216,252,006",55274,70.0,"164,171,809","2,843,492","345,600","3,837,839",1
Tormenta (feat. Bad Bunny),Cracker Island,Gorillaz,2/24/2023,23.5,"197,096,592",36980,62.0,"33,253,817","624,663","23,983,331","327,222,300",1
DJ Got Us Fallin' In Love,Europa FM Presenta Europa Baila,USHER,1/1/2010,23.5,"841,183,589",178587,76.0,"485,860,020","3,227,301","7,733,399","64,589,027",0
DIE,KMT,Gazo,7/1/2022,23.5,"168,211,673",38142,62.0,"112,307,349","619,364","66,718,830","687,903,274",1
You and Me,Leo,Shubh,1/5/2024,23.5,"52,919,662",3838,67.0,"58,026,963","716,085",,,0
Please Don't Fall In Love With Me,Please Don't Fall In Love With Me,Khalid,4/5/2024,23.5,"32,679,509",4502,,"5,253,434","136,619",,,0
Aullando,"Los Campeones del Pueblo ""The Big Leagues""",Wisin & Yandel,12/14/2018,23.5,"407,025,386",32596,62.0,"742,853,552","2,408,323","1,175,713","16,922,902",0
El Incomprendido,El Incomprendido,Farruko,9/30/2021,23.5,"186,233,910",58393,55.0,"114,487,705","1,160,464","5,919,470","95,822,904",1
23,"23 (feat. Miley Cyrus, Wiz Khalifa & Juicy J) - Single",Mike WiLL Made-It,1/1/2013,23.5,"339,514,083",62118,63.0,"1,077,541,932","5,697,309","18,838,361","164,169,789",1
Guay,Guay,Ozuna,4/18/2024,23.5,"25,134,764",3004,73.0,"7,120,990","109,558",412,"3,319",0
Poesia Acï¿½ï¿½stica #6: Era uma,Poesia Acï¿½ï¿½stica #6: Era uma,Pineapple StormTv,12/24/2018,23.5,"290,101,322",29494,66.0,"895,286,211","5,619,411",,,1
Swang,SremmLife 2 (Deluxe),Rae Sremmurd,8/12/2016,23.5,"658,051,344",128507,66.0,"502,542,395","3,470,603","28,258,632","172,756,577",1
Broke Boys,Her Loss,Drake,11/4/2022,23.5,"143,220,845",57819,61.0,"17,892,665","186,286","2,306,269","26,577,093",1
SMOKE IT OFF!,SMOKE IT OFF!,Lumi Athena,11/22/2022,23.5,"185,817,317",28912,69.0,"115,720,244","1,632,608","30,612,777","237,465,039",1
Night Bus,Night Bus,KIDS,12/9/2022,23.5,"5,316",9,,"307,185,270","750,059",,,0
bad idea right?,bad idea right?,Olivia Rodrigo,8/11/2023,23.5,"432,831,676",2667,,,,,,0
What They Want,What They Want,Russ,7/28/2016,23.5,"569,767,392",102907,68.0,"468,513,022","3,937,324","137,326,889","1,026,583,434",1
All of Me - Radio Edit,"ýý3 Greatest Hits, Vol. 66",John Legend,6/27/2014,23.5,"2,379,787,239",362,20.0,"11,365,291","74,275",,,0
Corazï¿½ï¿½n F,Corazï¿½ï¿½n Frï¿½ï¿½o ,Jasiel Nuï¿½ï,10/12/2023,23.4,"79,485,128",6458,,"53,649,480","398,179","2,005,258","13,574,747",0
Take Care,Take Care (Deluxe),Drake,11/15/2011,23.4,"622,498,643",110679,70.0,"454,602,464","2,153,347","11,732,654","82,945,578",1
A Sky Full of Stars,Los Nï¿½ï¿½meros 1 De 40 (El Disco De Los ï¿½ï,Coldplay,1/1/2014,23.4,"1,490,987,063",203270,81.0,"395,515,510","2,684,342","157,727,782","1,583,375,110",0
Smack That - Dirty,Smack That (feat. Eminem),Akon,1/1/2006,23.4,"1,023,825,031",204464,80.0,"1,251,716,030","8,866,662","279,003","1,957,205",1
Ramen & OJ,Ramen & OJ,Joyner Lucas,4/30/2021,23.4,"260,117,606",92337,63.0,"104,323,081","1,049,129","1,200,633","12,058,693",1
Arhbo [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],Arhbo (Music from the Fifa World Cup Qatar 2022 Official Soundtrack) [feat. FIFA Sound] - Single,Ozuna,8/19/2022,23.4,"49,549,021",10601,33.0,"119,899,690","1,194,687","183,128,923","3,499,011,841",0
MEGAVERSE,ROCK-STAR,Stray Kids,11/10/2023,23.4,"71,016,852",6500,,"68,206,031","1,896,395","1,691,624","6,003,993",0
Come See Me,Come See Me - Single,Rod Wave,9/1/2023,23.4,"28,876,525",6626,,"22,591,925","181,723","3,568,216","28,824,932",1
Cool With You,NewJeans 2nd EP 'Get Up',NewJeans,7/21/2023,23.4,"165,916,276",17423,70.0,"52,705,822","887,461","13,217,486","92,644,726",0
Dark Matter,Dark Matter,Pearl Jam,2/13/2024,23.4,"11,776,885",2274,,"1,925,268","46,321",,,0
Shameless,Shameless,Camila Cabello,9/5/2019,23.4,"524,463,179",59700,76.0,"297,234,963","4,259,163","142,205,855","1,255,373,850",0
New Freezer (feat. Kendrick Lamar),New Freezer (feat. Kendrick Lamar),Rich The Kid,9/25/2017,23.4,"317,302,250",59316,54.0,"113,727,264","1,143,446","44,327,209","286,048,019",1
GTA.mp3,GTA.mp3,Emilia,9/7/2023,23.4,"103,722,826",13322,,"55,495,034","291,171","8,610,012","81,845,600",0
Dembow,Dembow,Danny Ocean,12/8/2017,23.3,"579,189,526",60397,65.0,"828,853,696","3,086,157","21,202,350","158,504,854",0
WAKE UP!,WAKE UP!,MoonDeity,8/5/2022,23.3,"152,307,497",35409,67.0,"154,243,444","1,898,082","13,109,944","120,806,447",1
ECHOES: Cala Boca Menino,Echoes,Fire! Orchestra,4/14/2023,23.3,"11,960",69,2.0,"234,911,523","836,587",,,0
Dembow,Dembow,Danny Ocean,12/8/2017,23.3,"579,189,526",60397,65.0,"828,853,696","3,086,157","21,202,350","158,504,854",0
Down Bad,THE TORTURED POETS DEPARTMENT,Taylor Swift,4/18/2024,23.3,"210,385,853",418,,,,,,0
Fast,Death Race For Love (Bonus Track Version),Juice WRLD,3/8/2019,23.3,"392,674,468",73288,62.0,"119,252,275","1,233,579","6,752,332","39,728,302",1
Come and See Me (feat. Drake),Come and See Me (feat. Drake),PARTYNEXTDOOR,3/23/2016,23.3,"609,032,900",93938,66.0,"176,053,242","1,338,088","6,397,249","38,686,929",1
Myself,COSMIC,Bazzi,4/12/2018,23.3,"279,105,227",46745,59.0,"138,981,651","2,563,777","375,872,882","4,596,936,089",0
Muï¿½ï¿½,Muï¿½ï¿½ecas - Si,TINI,1/12/2023,23.3,"162,551,255",20554,57.0,"159,174,916","713,718",,,0
"BESAME (feat. Tiago PZK, Khea & Neo Pistea) - Remix","BESAME (feat. Tiago PZK, Khea & Neo Pistea) [Remix]",Bhavi,4/16/2024,23.3,"66,225,764",4531,78.0,,,,,1
LOCO,CRAZY IN LOVE,ITZY,9/24/2021,23.3,"259,023,338",21380,63.0,"381,462,973","6,675,316","161,181,653","909,400,567",0
Life's A Mess (feat. Halsey),Life's A Mess (feat. Halsey),Juice WRLD,7/6/2020,23.3,"319,737,440",63731,61.0,"108,796,209","1,558,911","1,394,175","11,172,071",1
Do I Wanna Know?,Do I Wanna Know?,Arctic Monkeys,1/1/2013,23.3,"2,188,592,950",11669,46.0,"1,719,916,219","10,641,718",,,0
Have Mercy,Have Mercy,Chlï¿½,9/10/2021,23.3,"202,781,631",32888,60.0,"1,271,445","21,984","323,827,842","2,410,282,562",1
Cake By The Ocean - Cover,FOLIAGE PLANT selected by KIKO,epi records,2/16/2023,23.3,"1,614,203,949",1,,,,,,1
Bad Decisions (with BTS & Snoop Dogg),Bad Decisions (with BTS & Snoop Dogg),benny blanco,8/5/2022,23.3,"259,730,016",21452,62.0,"102,357,127","3,788,945","98,491,449","597,069,529",0
Yebbaï¿½ï¿½ï¿½s Hear,Certified Lover Boy,Drake,9/3/2021,23.3,"349,849,639",81889,71.0,"59,701,089","650,033","61,939,371","352,584,596",1
Drums (Feat. Kim Petras),Drums (Feat. Kim Petras),James Hype,10/6/2023,23.3,"48,573,000",12116,,"10,575,780","130,509","184,636","7,526,758",0
El Avioncito,El Avioncito,Giblack,10/28/2021,23.3,"11,569,095",3147,41.0,"134,929,794","751,052","382,042,979","5,210,740,180",0
Handle On You,Handle On You,Parker McCollum,8/5/2022,23.3,"103,858,433",17543,63.0,"23,571,548","127,913","2,180,810","32,959,012",0
"Non, je ne regrette rien",Edith Piaf Essentials : The Greatest Hits of the Most Popular French Singer,ýýdith Piaf,5/7/2024,23.3,"168,750,749",1,19.0,,,,,0
